id,x,y,z,r,g,b
1280,313.83,127.05,0,111,75,42
1280,314.82,127.05,0,120,74,55
1280,315.15,127.05,0,140,99,73
1280,317.13,127.05,0,119,61,41
1280,317.79,127.05,0,114,48,40
1280,318.78,127.05,0,111,63,40
1280,322.41,127.05,0,119,69,50
1280,322.74,127.05,0,118,75,47
1280,326.37,127.05,0,110,69,52
1280,327.03,127.05,0,121,83,56
1280,328.02,127.05,0,101,67,56
1280,328.35,127.05,0,115,90,70
1280,338.58,127.05,0,138,116,71
1280,339.24,127.05,0,130,102,61
1280,339.57,127.05,0,129,97,56
1280,340.56,127.05,0,117,81,50
1280,340.89,127.05,0,110,74,48
1280,343.2,127.05,0,100,62,64
1280,343.53,127.05,0,115,82,70
1280,344.85,127.05,0,141,111,97
1280,352.77,127.05,0,149,124,101
1280,353.1,127.05,0,138,106,77
1280,355.74,127.05,0,147,118,83
1280,361.02,127.05,0,135,108,61
1280,361.35,127.05,0,149,131,83
1280,363.66,127.05,0,147,103,75
1280,385.77,127.05,0,151,102,73
1280,386.43,127.05,0,139,81,54
1280,388.74,127.05,0,106,53,53
1280,389.07,127.05,0,122,76,64
1280,392.04,127.05,0,143,76,47
1280,392.37,127.05,0,136,75,57
1280,394.68,127.05,0,153,106,74
1280,395.01,127.05,0,141,86,59
1280,395.67,127.05,0,135,80,59
1280,396.99,127.05,0,133,93,61
1280,397.32,127.05,0,130,87,53
1280,397.65,127.05,0,125,78,46
1280,398.97,127.05,0,126,84,60
1280,399.3,127.05,0,115,78,51
1280,400.95,127.05,0,84,39,25
1280,412.5,127.05,0,91,63,48
1280,435.6,127.05,0,109,65,45
1280,467.94,127.05,0,86,46,36
1280,469.59,127.05,0,130,103,77
1280,474.21,127.05,0,131,77,61
1280,474.54,127.05,0,136,74,63
1280,474.87,127.05,0,134,79,62
1280,529.32,127.05,0,78,42,32
1280,530.97,127.05,0,64,35,30
1280,546.81,127.05,0,84,50,40
1280,547.8,127.05,0,84,44,26
1280,557.04,127.05,0,76,60,41
1280,558.03,127.05,0,101,75,63
1280,574.2,127.05,0,81,83,67
1280,599.94,127.05,0,33,39,35
1280,133.98,127.38,0,90,79,75
1280,142.23,127.38,0,133,108,64
1280,142.89,127.38,0,129,95,71
1280,147.18,127.38,0,116,96,48
1280,149.82,127.38,0,100,75,38
1280,150.15,127.38,0,88,61,31
1280,154.77,127.38,0,62,45,46
1280,155.1,127.38,0,68,53,41
1280,155.76,127.38,0,67,49,48
1280,156.09,127.38,0,73,56,47
1280,156.42,127.38,0,67,49,40
1280,156.75,127.38,0,68,47,43
1280,157.08,127.38,0,74,51,49
1280,159.72,127.38,0,97,74,43
1280,174.9,127.38,0,93,47,45
1280,175.23,127.38,0,114,66,53
1280,176.22,127.38,0,111,63,39
1280,181.83,127.38,0,86,39,35
1280,182.16,127.38,0,98,51,47
1280,183.81,127.38,0,120,77,50
1280,184.14,127.38,0,118,77,51
1280,184.47,127.38,0,121,80,56
1280,187.11,127.38,0,124,76,50
1280,187.44,127.38,0,118,72,47
1280,205.59,127.38,0,144,100,74
1280,205.92,127.38,0,146,107,77
1280,206.25,127.38,0,151,115,87
1280,206.58,127.38,0,152,118,79
1280,206.91,127.38,0,157,119,84
1280,207.24,127.38,0,165,131,88
1280,207.9,127.38,0,164,134,87
1280,261.69,127.38,0,162,111,76
1280,262.02,127.38,0,147,99,67
1280,289.08,127.38,0,78,56,28
1280,289.74,127.38,0,92,54,53
1280,297.99,127.38,0,144,99,64
1280,298.32,127.38,0,128,86,49
1280,304.26,127.38,0,110,65,52
1280,304.59,127.38,0,105,59,45
1280,305.58,127.38,0,100,57,46
1280,312.51,127.38,0,132,61,52
1280,313.5,127.38,0,122,73,46
1280,313.83,127.38,0,94,48,31
1280,315.15,127.38,0,120,71,53
1280,315.48,127.38,0,122,77,51
1280,315.81,127.38,0,133,91,62
1280,317.13,127.38,0,130,77,60
1280,318.45,127.38,0,101,48,30
1280,319.11,127.38,0,106,57,44
1280,319.77,127.38,0,113,61,39
1280,320.1,127.38,0,113,66,47
1280,323.07,127.38,0,106,56,39
1280,323.4,127.38,0,123,74,51
1280,326.7,127.38,0,110,77,46
1280,327.03,127.38,0,96,60,34
1280,328.02,127.38,0,103,75,60
1280,337.59,127.38,0,141,121,72
1280,337.92,127.38,0,132,108,55
1280,338.25,127.38,0,126,95,52
1280,338.91,127.38,0,128,95,59
1280,339.24,127.38,0,124,93,52
1280,340.56,127.38,0,110,75,46
1280,343.2,127.38,0,124,96,84
1280,344.19,127.38,0,143,114,98
1280,344.52,127.38,0,154,132,113
1280,353.1,127.38,0,148,122,94
1280,353.43,127.38,0,130,93,70
1280,354.75,127.38,0,124,81,53
1280,355.08,127.38,0,146,108,67
1280,355.74,127.38,0,135,100,65
1280,356.07,127.38,0,154,128,92
1280,361.35,127.38,0,140,111,63
1280,361.68,127.38,0,145,121,67
1280,362.01,127.38,0,154,135,86
1280,363.66,127.38,0,153,111,83
1280,363.99,127.38,0,145,94,65
1280,374.55,127.38,0,107,77,43
1280,374.88,127.38,0,90,56,34
1280,375.21,127.38,0,127,89,59
1280,386.1,127.38,0,146,96,69
1280,392.37,127.38,0,135,76,62
1280,394.02,127.38,0,153,104,72
1280,394.35,127.38,0,143,94,58
1280,394.68,127.38,0,131,78,44
1280,395.01,127.38,0,122,63,38
1280,395.34,127.38,0,117,60,37
1280,398.97,127.38,0,109,71,53
1280,399.3,127.38,0,97,58,44
1280,412.5,127.38,0,99,66,56
1280,435.6,127.38,0,89,45,32
1280,435.93,127.38,0,108,58,41
1280,468.27,127.38,0,104,65,49
1280,469.59,127.38,0,124,96,72
1280,469.92,127.38,0,143,122,96
1280,529.32,127.38,0,73,39,30
1280,530.97,127.38,0,67,41,31
1280,546.48,127.38,0,76,41,35
1280,546.81,127.38,0,104,65,59
1280,547.47,127.38,0,92,56,36
1280,557.04,127.38,0,69,50,36
1280,558.03,127.38,0,109,87,67
1280,574.2,127.38,0,82,89,66
1280,599.94,127.38,0,34,45,33
1280,133.65,127.71,0,65,73,64
1280,133.98,127.71,0,99,90,77
1280,142.23,127.71,0,135,111,66
1280,142.89,127.71,0,129,95,70
1280,147.18,127.71,0,113,93,50
1280,149.49,127.71,0,83,58,33
1280,149.82,127.71,0,72,49,28
1280,155.43,127.71,0,95,80,66
1280,159.72,127.71,0,89,65,35
1280,165.33,127.71,0,51,22,21
1280,165.66,127.71,0,62,34,35
1280,174.57,127.71,0,87,46,45
1280,174.9,127.71,0,111,63,51
1280,176.22,127.71,0,109,61,41
1280,181.5,127.71,0,94,47,43
1280,181.83,127.71,0,99,55,46
1280,184.8,127.71,0,105,60,44
1280,185.13,127.71,0,108,66,46
1280,185.46,127.71,0,109,64,45
1280,185.79,127.71,0,118,70,49
1280,186.45,127.71,0,116,71,42
1280,186.78,127.71,0,106,61,35
1280,187.77,127.71,0,92,47,31
1280,188.1,127.71,0,107,59,38
1280,188.43,127.71,0,104,59,34
1280,190.41,127.71,0,94,56,38
1280,190.74,127.71,0,93,55,35
1280,191.07,127.71,0,98,59,40
1280,191.4,127.71,0,106,64,42
1280,191.73,127.71,0,107,66,44
1280,192.06,127.71,0,111,69,47
1280,192.39,127.71,0,107,66,43
1280,192.72,127.71,0,108,64,45
1280,204.93,127.71,0,151,113,68
1280,205.26,127.71,0,152,114,85
1280,207.9,127.71,0,171,148,104
1280,208.23,127.71,0,164,138,89
1280,261.03,127.71,0,161,120,74
1280,261.36,127.71,0,152,99,70
1280,261.69,127.71,0,145,95,65
1280,289.08,127.71,0,97,62,42
1280,289.41,127.71,0,97,57,47
1280,289.74,127.71,0,109,71,62
1280,297.99,127.71,0,129,83,48
1280,304.92,127.71,0,112,62,61
1280,305.25,127.71,0,116,78,67
1280,305.58,127.71,0,99,60,45
1280,311.52,127.71,0,136,70,54
1280,312.51,127.71,0,135,63,52
1280,313.5,127.71,0,116,66,42
1280,315.81,127.71,0,120,65,51
1280,316.14,127.71,0,136,90,67
1280,317.13,127.71,0,137,95,68
1280,317.46,127.71,0,121,62,45
1280,318.12,127.71,0,109,54,35
1280,319.11,127.71,0,93,39,29
1280,319.44,127.71,0,110,65,44
1280,319.77,127.71,0,102,60,40
1280,323.73,127.71,0,120,65,50
1280,324.06,127.71,0,131,83,60
1280,326.7,127.71,0,87,48,32
1280,327.69,127.71,0,94,60,52
1280,328.02,127.71,0,111,76,59
1280,336.93,127.71,0,137,117,66
1280,337.26,127.71,0,131,108,55
1280,337.59,127.71,0,123,94,50
1280,338.91,127.71,0,117,82,42
1280,340.56,127.71,0,107,72,46
1280,342.87,127.71,0,125,92,85
1280,343.2,127.71,0,139,113,101
1280,343.53,127.71,0,143,115,98
1280,343.86,127.71,0,153,128,111
1280,353.43,127.71,0,149,122,96
1280,353.76,127.71,0,132,97,82
1280,355.08,127.71,0,129,82,51
1280,355.41,127.71,0,146,106,68
1280,362.34,127.71,0,143,123,72
1280,362.67,127.71,0,154,139,91
1280,363.99,127.71,0,150,109,79
1280,364.32,127.71,0,146,92,72
1280,373.89,127.71,0,112,78,51
1280,374.22,127.71,0,91,65,32
1280,375.21,127.71,0,112,55,52
1280,375.54,127.71,0,143,96,68
1280,375.87,127.71,0,139,90,55
1280,376.2,127.71,0,128,77,49
1280,386.43,127.71,0,137,84,61
1280,386.76,127.71,0,131,72,58
1280,392.04,127.71,0,126,60,50
1280,392.7,127.71,0,152,97,71
1280,393.69,127.71,0,153,107,80
1280,394.02,127.71,0,139,87,57
1280,398.31,127.71,0,106,68,47
1280,398.64,127.71,0,96,56,37
1280,412.17,127.71,0,88,45,39
1280,435.93,127.71,0,93,45,33
1280,436.26,127.71,0,118,71,46
1280,468.27,127.71,0,95,56,39
1280,469.59,127.71,0,111,81,53
1280,529.32,127.71,0,72,38,32
1280,530.97,127.71,0,68,38,30
1280,538.23,127.71,0,43,24,19
1280,538.56,127.71,0,55,30,31
1280,538.89,127.71,0,68,33,35
1280,539.22,127.71,0,60,30,26
1280,546.48,127.71,0,92,54,49
1280,547.47,127.71,0,85,47,30
1280,557.37,127.71,0,94,76,62
1280,557.7,127.71,0,100,78,64
1280,558.03,127.71,0,115,92,73
1280,574.2,127.71,0,88,86,67
1280,599.94,127.71,0,26,32,24
1280,133.98,128.04,0,102,90,73
1280,142.23,128.04,0,126,100,59
1280,142.89,128.04,0,129,93,72
1280,147.18,128.04,0,111,90,48
1280,149.49,128.04,0,70,53,27
1280,155.1,128.04,0,82,59,44
1280,156.42,128.04,0,93,72,40
1280,156.75,128.04,0,86,58,37
1280,157.08,128.04,0,79,54,34
1280,157.41,128.04,0,70,41,27
1280,159.72,128.04,0,81,60,30
1280,165.33,128.04,0,62,33,37
1280,174.57,128.04,0,96,54,44
1280,176.22,128.04,0,105,59,40
1280,181.5,128.04,0,101,55,46
1280,186.12,128.04,0,95,52,37
1280,188.76,128.04,0,86,51,32
1280,189.09,128.04,0,80,47,26
1280,189.42,128.04,0,84,49,28
1280,189.75,128.04,0,72,42,21
1280,190.08,128.04,0,65,37,20
1280,193.05,128.04,0,76,39,22
1280,193.38,128.04,0,87,46,29
1280,193.71,128.04,0,93,55,33
1280,194.04,128.04,0,94,59,34
1280,194.37,128.04,0,97,60,36
1280,194.7,128.04,0,95,59,33
1280,195.03,128.04,0,93,57,29
1280,195.36,128.04,0,91,55,28
1280,195.69,128.04,0,98,57,37
1280,196.02,128.04,0,115,72,45
1280,196.35,128.04,0,123,79,48
1280,203.61,128.04,0,144,106,62
1280,206.91,128.04,0,173,146,105
1280,208.23,128.04,0,161,137,96
1280,234.96,128.04,0,141,90,52
1280,235.29,128.04,0,149,96,58
1280,259.71,128.04,0,158,111,73
1280,260.04,128.04,0,158,110,79
1280,260.37,128.04,0,149,103,67
1280,260.7,128.04,0,149,99,72
1280,261.03,128.04,0,144,92,59
1280,297.66,128.04,0,132,90,59
1280,297.99,128.04,0,119,69,46
1280,305.58,128.04,0,109,63,53
1280,305.91,128.04,0,101,51,39
1280,311.85,128.04,0,146,80,62
1280,312.18,128.04,0,147,80,67
1280,313.5,128.04,0,112,64,42
1280,316.14,128.04,0,123,75,51
1280,316.47,128.04,0,135,90,66
1280,317.46,128.04,0,132,83,60
1280,317.79,128.04,0,114,55,39
1280,319.77,128.04,0,88,50,30
1280,320.1,128.04,0,68,38,25
1280,320.43,128.04,0,73,42,27
1280,320.76,128.04,0,84,49,33
1280,322.74,128.04,0,91,46,42
1280,323.07,128.04,0,100,53,53
1280,323.4,128.04,0,104,60,50
1280,326.37,128.04,0,99,63,43
1280,327.36,128.04,0,97,62,52
1280,327.69,128.04,0,113,79,62
1280,336.27,128.04,0,135,117,63
1280,336.6,128.04,0,124,98,48
1280,342.54,128.04,0,121,86,79
1280,342.87,128.04,0,147,125,106
1280,353.76,128.04,0,151,128,102
1280,354.09,128.04,0,141,114,90
1280,354.42,128.04,0,123,85,68
1280,355.41,128.04,0,128,84,51
1280,355.74,128.04,0,145,104,67
1280,362.67,128.04,0,137,110,60
1280,363.0,128.04,0,145,126,73
1280,363.33,128.04,0,151,133,85
1280,364.32,128.04,0,145,110,80
1280,364.65,128.04,0,145,108,85
1280,364.98,128.04,0,141,94,74
1280,373.89,128.04,0,79,47,25
1280,374.88,128.04,0,98,41,45
1280,376.2,128.04,0,120,57,47
1280,386.76,128.04,0,138,89,60
1280,387.42,128.04,0,114,60,43
1280,392.7,128.04,0,139,82,54
1280,393.03,128.04,0,142,91,62
1280,393.36,128.04,0,139,88,56
1280,394.35,128.04,0,134,67,55
1280,394.68,128.04,0,133,68,57
1280,396.99,128.04,0,111,74,46
1280,397.32,128.04,0,95,52,27
1280,397.65,128.04,0,83,33,20
1280,397.98,128.04,0,82,34,26
1280,398.97,128.04,0,91,52,42
1280,412.17,128.04,0,92,54,49
1280,436.26,128.04,0,98,47,33
1280,436.59,128.04,0,113,64,44
1280,468.27,128.04,0,89,46,36
1280,469.59,128.04,0,115,79,65
1280,469.92,128.04,0,140,106,89
1280,529.32,128.04,0,71,37,29
1280,530.97,128.04,0,84,50,46
1280,537.57,128.04,0,63,33,33
1280,537.9,128.04,0,69,35,35
1280,539.55,128.04,0,72,39,41
1280,539.88,128.04,0,64,38,36
1280,540.21,128.04,0,78,47,47
1280,540.54,128.04,0,70,45,37
1280,546.48,128.04,0,92,62,44
1280,547.14,128.04,0,99,64,41
1280,557.04,128.04,0,89,66,57
1280,557.37,128.04,0,112,90,76
1280,574.2,128.04,0,96,95,70
1280,599.94,128.04,0,24,31,24
1280,133.65,128.37,0,66,75,62
1280,142.23,128.37,0,128,103,63
1280,142.89,128.37,0,129,93,71
1280,147.18,128.37,0,110,89,45
1280,149.16,128.37,0,86,70,38
1280,155.43,128.37,0,99,75,53
1280,155.76,128.37,0,100,82,50
1280,156.09,128.37,0,78,62,29
1280,156.42,128.37,0,65,37,20
1280,159.72,128.37,0,76,46,34
1280,165.0,128.37,0,74,34,32
1280,165.33,128.37,0,94,56,51
1280,165.66,128.37,0,91,66,42
1280,174.24,128.37,0,93,52,45
1280,174.57,128.37,0,104,56,48
1280,176.22,128.37,0,109,64,42
1280,181.5,128.37,0,96,50,43
1280,196.68,128.37,0,88,50,28
1280,197.01,128.37,0,106,62,39
1280,197.34,128.37,0,128,85,60
1280,203.28,128.37,0,143,108,56
1280,203.94,128.37,0,139,98,66
1280,204.6,128.37,0,145,109,60
1280,204.93,128.37,0,143,108,55
1280,205.26,128.37,0,143,104,55
1280,205.59,128.37,0,143,103,60
1280,206.58,128.37,0,166,139,111
1280,206.91,128.37,0,176,157,117
1280,207.9,128.37,0,164,148,95
1280,233.64,128.37,0,160,127,85
1280,234.63,128.37,0,112,71,37
1280,235.62,128.37,0,129,65,41
1280,235.95,128.37,0,146,87,56
1280,236.28,128.37,0,160,103,64
1280,258.72,128.37,0,159,116,72
1280,259.05,128.37,0,148,100,64
1280,259.38,128.37,0,149,99,66
1280,289.41,128.37,0,119,84,53
1280,297.66,128.37,0,127,86,53
1280,305.91,128.37,0,122,76,63
1280,306.24,128.37,0,111,58,46
1280,306.57,128.37,0,101,46,39
1280,306.9,128.37,0,99,47,42
1280,307.23,128.37,0,101,54,49
1280,312.51,128.37,0,156,100,75
1280,312.84,128.37,0,149,88,70
1280,313.5,128.37,0,115,61,42
1280,316.47,128.37,0,122,65,48
1280,316.8,128.37,0,136,90,66
1280,317.79,128.37,0,129,80,56
1280,320.76,128.37,0,51,29,20
1280,321.09,128.37,0,67,38,26
1280,321.42,128.37,0,93,64,50
1280,322.08,128.37,0,101,64,50
1280,322.41,128.37,0,100,53,48
1280,322.74,128.37,0,109,59,50
1280,326.37,128.37,0,94,62,37
1280,327.36,128.37,0,107,74,57
1280,335.61,128.37,0,136,116,64
1280,335.94,128.37,0,123,96,46
1280,342.21,128.37,0,125,88,78
1280,342.54,128.37,0,139,110,96
1280,354.42,128.37,0,142,116,93
1280,354.75,128.37,0,124,86,67
1280,355.74,128.37,0,128,83,53
1280,356.07,128.37,0,140,99,68
1280,363.66,128.37,0,138,115,69
1280,364.98,128.37,0,148,109,77
1280,373.56,128.37,0,89,67,50
1280,374.55,128.37,0,99,47,45
1280,374.88,128.37,0,125,79,61
1280,376.2,128.37,0,125,66,58
1280,386.76,128.37,0,143,94,73
1280,387.09,128.37,0,130,67,49
1280,389.73,128.37,0,133,69,60
1280,392.04,128.37,0,138,76,47
1280,392.37,128.37,0,124,54,34
1280,393.69,128.37,0,123,58,49
1280,394.68,128.37,0,130,78,51
1280,395.01,128.37,0,110,59,33
1280,395.34,128.37,0,98,41,27
1280,395.67,128.37,0,95,45,30
1280,396.0,128.37,0,96,48,30
1280,396.33,128.37,0,92,41,25
1280,396.66,128.37,0,86,34,23
1280,411.18,128.37,0,81,35,35
1280,411.51,128.37,0,86,39,40
1280,411.84,128.37,0,89,45,43
1280,436.59,128.37,0,99,44,31
1280,436.92,128.37,0,111,64,45
1280,468.6,128.37,0,102,60,42
1280,469.59,128.37,0,128,96,73
1280,499.29,128.37,0,137,111,78
1280,529.65,128.37,0,81,46,37
1280,531.3,128.37,0,60,35,25
1280,536.58,128.37,0,72,45,45
1280,536.91,128.37,0,75,49,42
1280,537.24,128.37,0,87,50,47
1280,538.89,128.37,0,69,51,28
1280,540.54,128.37,0,71,49,31
1280,546.48,128.37,0,77,44,31
1280,547.47,128.37,0,82,38,30
1280,556.71,128.37,0,87,66,57
1280,557.04,128.37,0,107,88,73
1280,574.2,128.37,0,107,102,80
1280,599.94,128.37,0,30,34,27
1280,133.98,128.7,0,102,90,79
1280,142.23,128.7,0,125,104,56
1280,142.89,128.7,0,128,93,73
1280,147.18,128.7,0,109,90,43
1280,149.16,128.7,0,79,66,33
1280,154.77,128.7,0,68,42,36
1280,160.05,128.7,0,69,41,27
1280,160.38,128.7,0,59,29,25
1280,164.67,128.7,0,88,51,48
1280,165.0,128.7,0,97,60,54
1280,165.66,128.7,0,98,75,51
1280,165.99,128.7,0,71,50,34
1280,174.57,128.7,0,112,65,52
1280,175.89,128.7,0,112,76,51
1280,181.5,128.7,0,99,54,44
1280,197.34,128.7,0,74,41,23
1280,197.67,128.7,0,103,64,43
1280,198.0,128.7,0,127,89,61
1280,202.95,128.7,0,143,110,68
1280,203.28,128.7,0,127,89,42
1280,204.27,128.7,0,131,91,46
1280,205.59,128.7,0,141,99,63
1280,206.25,128.7,0,166,138,108
1280,206.58,128.7,0,182,165,129
1280,207.9,128.7,0,162,146,92
1280,233.97,128.7,0,157,124,83
1280,234.3,128.7,0,136,106,71
1280,234.63,128.7,0,110,70,42
1280,236.28,128.7,0,137,70,44
1280,236.61,128.7,0,153,87,55
1280,258.06,128.7,0,162,117,77
1280,258.39,128.7,0,152,103,64
1280,258.72,128.7,0,144,89,59
1280,289.41,128.7,0,114,72,42
1280,297.66,128.7,0,128,81,57
1280,297.99,128.7,0,122,68,53
1280,313.5,128.7,0,125,74,53
1280,313.83,128.7,0,99,44,32
1280,316.8,128.7,0,119,69,52
1280,317.13,128.7,0,133,89,67
1280,318.12,128.7,0,117,56,40
1280,321.42,128.7,0,62,35,27
1280,321.75,128.7,0,98,66,54
1280,325.71,128.7,0,104,74,46
1280,326.04,128.7,0,91,66,39
1280,326.37,128.7,0,68,45,25
1280,327.03,128.7,0,80,49,46
1280,334.62,128.7,0,143,121,74
1280,334.95,128.7,0,136,110,59
1280,335.28,128.7,0,130,102,50
1280,335.61,128.7,0,122,89,44
1280,341.88,128.7,0,117,83,70
1280,342.21,128.7,0,138,110,87
1280,354.75,128.7,0,142,115,93
1280,355.08,128.7,0,132,99,79
1280,356.4,128.7,0,135,88,57
1280,363.66,128.7,0,134,103,60
1280,363.99,128.7,0,137,115,69
1280,365.31,128.7,0,143,92,69
1280,373.56,128.7,0,88,67,52
1280,373.89,128.7,0,78,48,46
1280,374.22,128.7,0,99,55,53
1280,374.55,128.7,0,123,77,60
1280,375.87,128.7,0,113,56,46
1280,387.09,128.7,0,142,92,71
1280,387.42,128.7,0,126,58,42
1280,389.4,128.7,0,124,57,46
1280,392.04,128.7,0,124,51,34
1280,393.69,128.7,0,120,65,53
1280,394.35,128.7,0,115,68,40
1280,394.68,128.7,0,104,48,33
1280,405.9,128.7,0,86,48,41
1280,406.23,128.7,0,101,57,47
1280,406.56,128.7,0,98,50,40
1280,407.22,128.7,0,99,56,50
1280,407.55,128.7,0,102,53,44
1280,411.84,128.7,0,89,54,47
1280,436.92,128.7,0,93,47,31
1280,437.25,128.7,0,112,68,44
1280,468.6,128.7,0,91,48,33
1280,468.93,128.7,0,111,68,45
1280,469.59,128.7,0,123,89,61
1280,469.92,128.7,0,140,113,78
1280,499.29,128.7,0,144,113,89
1280,529.65,128.7,0,80,45,34
1280,531.3,128.7,0,65,39,32
1280,536.58,128.7,0,71,50,41
1280,537.9,128.7,0,69,41,28
1280,538.23,128.7,0,67,39,29
1280,538.56,128.7,0,63,34,27
1280,539.22,128.7,0,59,33,23
1280,539.55,128.7,0,72,48,38
1280,540.54,128.7,0,72,41,38
1280,546.48,128.7,0,73,37,28
1280,546.81,128.7,0,87,56,42
1280,557.04,128.7,0,111,97,70
1280,574.2,128.7,0,115,110,85
1280,599.94,128.7,0,28,35,25
1280,133.98,129.03,0,100,89,74
1280,142.23,129.03,0,124,101,60
1280,142.89,129.03,0,132,99,76
1280,147.18,129.03,0,107,88,41
1280,149.16,129.03,0,76,58,32
1280,154.77,129.03,0,77,49,47
1280,155.1,129.03,0,100,77,62
1280,155.43,129.03,0,94,78,55
1280,155.76,129.03,0,76,57,40
1280,156.09,129.03,0,74,49,34
1280,156.42,129.03,0,70,45,34
1280,163.02,129.03,0,59,32,27
1280,163.35,129.03,0,61,33,29
1280,163.68,129.03,0,61,32,28
1280,164.01,129.03,0,64,33,32
1280,164.34,129.03,0,81,48,45
1280,164.67,129.03,0,95,64,55
1280,165.99,129.03,0,92,69,43
1280,174.57,129.03,0,115,67,52
1280,175.56,129.03,0,114,79,50
1280,181.5,129.03,0,99,47,39
1280,181.83,129.03,0,109,62,46
1280,191.73,129.03,0,111,67,51
1280,198.33,129.03,0,86,54,31
1280,198.66,129.03,0,91,60,34
1280,198.99,129.03,0,100,63,39
1280,199.32,129.03,0,107,68,46
1280,202.95,129.03,0,131,103,51
1280,203.61,129.03,0,133,95,55
1280,203.94,129.03,0,125,91,36
1280,205.92,129.03,0,143,103,63
1280,206.25,129.03,0,164,137,103
1280,207.9,129.03,0,162,150,89
1280,234.63,129.03,0,136,97,63
1280,234.96,129.03,0,114,62,42
1280,236.61,129.03,0,145,85,56
1280,236.94,129.03,0,155,87,58
1280,258.06,129.03,0,155,104,67
1280,289.41,129.03,0,115,71,45
1280,296.34,129.03,0,143,89,63
1280,297.66,129.03,0,130,83,57
1280,313.83,129.03,0,110,55,48
1280,317.13,129.03,0,116,73,54
1280,317.46,129.03,0,130,90,66
1280,318.12,129.03,0,130,84,59
1280,318.45,129.03,0,112,56,43
1280,321.75,129.03,0,81,52,45
1280,326.04,129.03,0,76,51,32
1280,327.03,129.03,0,93,61,55
1280,334.29,129.03,0,145,126,71
1280,334.62,129.03,0,132,104,50
1280,341.55,129.03,0,111,68,64
1280,341.88,129.03,0,129,95,81
1280,355.08,129.03,0,144,118,94
1280,355.41,129.03,0,128,93,75
1280,356.73,129.03,0,134,83,59
1280,363.99,129.03,0,135,103,64
1280,364.32,129.03,0,146,124,84
1280,365.31,129.03,0,144,116,79
1280,365.64,129.03,0,140,97,66
1280,375.21,129.03,0,104,44,35
1280,375.87,129.03,0,124,67,54
1280,387.42,129.03,0,136,76,56
1280,388.74,129.03,0,122,59,52
1280,389.07,129.03,0,130,67,56
1280,389.4,129.03,0,133,71,62
1280,391.71,129.03,0,130,52,37
1280,394.02,129.03,0,100,48,30
1280,396.66,129.03,0,92,32,28
1280,396.99,129.03,0,95,35,34
1280,406.23,129.03,0,103,62,53
1280,406.89,129.03,0,110,60,51
1280,407.55,129.03,0,113,65,56
1280,411.84,129.03,0,93,59,50
1280,437.25,129.03,0,93,46,34
1280,437.58,129.03,0,114,68,46
1280,468.93,129.03,0,102,54,37
1280,469.92,129.03,0,123,96,64
1280,470.25,129.03,0,155,124,91
1280,498.96,129.03,0,155,117,91
1280,499.29,129.03,0,148,125,93
1280,499.62,129.03,0,131,105,75
1280,529.65,129.03,0,78,42,33
1280,531.3,129.03,0,78,53,39
1280,536.58,129.03,0,66,47,34
1280,537.24,129.03,0,82,56,33
1280,537.57,129.03,0,62,34,25
1280,539.55,129.03,0,68,42,32
1280,539.88,129.03,0,70,49,36
1280,540.54,129.03,0,84,57,47
1280,540.87,129.03,0,63,34,25
1280,546.81,129.03,0,72,40,28
1280,547.14,129.03,0,76,45,32
1280,547.8,129.03,0,104,68,58
1280,548.13,129.03,0,107,70,63
1280,548.46,129.03,0,101,68,60
1280,548.79,129.03,0,94,60,50
1280,549.12,129.03,0,95,61,56
1280,549.45,129.03,0,91,59,53
1280,549.78,129.03,0,92,59,53
1280,550.11,129.03,0,96,63,58
1280,550.44,129.03,0,100,70,63
1280,550.77,129.03,0,89,65,57
1280,551.1,129.03,0,82,57,48
1280,551.43,129.03,0,80,54,49
1280,552.42,129.03,0,64,39,33
1280,557.04,129.03,0,88,76,48
1280,557.37,129.03,0,120,103,75
1280,574.53,129.03,0,71,71,54
1280,599.94,129.03,0,22,30,24
1280,133.98,129.36,0,99,89,73
1280,142.23,129.36,0,130,107,60
1280,142.89,129.36,0,133,101,75
1280,147.18,129.36,0,104,86,39
1280,149.16,129.36,0,64,46,26
1280,154.11,129.36,0,61,35,29
1280,154.44,129.36,0,70,45,43
1280,156.42,129.36,0,68,45,31
1280,162.36,129.36,0,78,44,39
1280,162.69,129.36,0,85,53,53
1280,165.66,129.36,0,103,69,39
1280,165.99,129.36,0,87,52,33
1280,174.57,129.36,0,113,61,47
1280,175.56,129.36,0,104,72,51
1280,184.47,129.36,0,88,49,33
1280,184.8,129.36,0,80,43,28
1280,188.1,129.36,0,103,59,46
1280,188.43,129.36,0,109,63,51
1280,188.76,129.36,0,113,68,56
1280,189.09,129.36,0,119,72,58
1280,189.42,129.36,0,126,78,63
1280,189.75,129.36,0,128,82,68
1280,190.08,129.36,0,135,88,71
1280,190.41,129.36,0,139,96,80
1280,190.74,129.36,0,140,100,78
1280,191.07,129.36,0,139,95,75
1280,191.4,129.36,0,144,102,87
1280,192.06,129.36,0,140,98,75
1280,192.39,129.36,0,140,98,77
1280,192.72,129.36,0,136,93,67
1280,193.05,129.36,0,136,91,70
1280,193.38,129.36,0,134,91,68
1280,193.71,129.36,0,133,90,65
1280,194.04,129.36,0,128,82,58
1280,194.37,129.36,0,125,77,55
1280,194.7,129.36,0,122,75,54
1280,195.03,129.36,0,117,71,49
1280,195.36,129.36,0,113,67,45
