id,x,y,z,r,g,b
1280,364.98,45.87,0,76,83,83
1280,365.31,45.87,0,86,84,91
1280,365.64,45.87,0,74,80,79
1280,365.97,45.87,0,94,100,92
1280,367.29,45.87,0,119,117,102
1280,367.62,45.87,0,104,100,88
1280,370.59,45.87,0,110,112,79
1280,371.58,45.87,0,112,97,89
1280,371.91,45.87,0,118,104,87
1280,372.24,45.87,0,115,96,85
1280,372.57,45.87,0,125,107,95
1280,372.9,45.87,0,143,126,106
1280,417.45,45.87,0,135,112,96
1280,417.78,45.87,0,133,108,91
1280,418.11,45.87,0,121,98,83
1280,418.44,45.87,0,122,97,87
1280,418.77,45.87,0,130,105,93
1280,419.1,45.87,0,133,108,96
1280,420.09,45.87,0,120,95,90
1280,420.42,45.87,0,98,82,81
1280,420.75,45.87,0,93,81,80
1280,421.08,45.87,0,93,82,81
1280,421.41,45.87,0,106,94,92
1280,421.74,45.87,0,115,114,104
1280,424.05,45.87,0,107,100,87
1280,424.38,45.87,0,87,83,75
1280,426.69,45.87,0,71,71,81
1280,427.02,45.87,0,69,69,79
1280,276.21,46.2,0,90,87,81
1280,276.54,46.2,0,99,95,83
1280,276.87,46.2,0,106,98,84
1280,277.2,46.2,0,121,109,95
1280,277.53,46.2,0,123,110,92
1280,277.86,46.2,0,113,97,82
1280,278.19,46.2,0,126,108,94
1280,330.99,46.2,0,133,112,98
1280,331.32,46.2,0,118,99,88
1280,331.65,46.2,0,122,110,92
1280,332.97,46.2,0,109,119,87
1280,333.3,46.2,0,88,94,77
1280,334.95,46.2,0,103,100,104
1280,335.28,46.2,0,118,117,118
1280,335.61,46.2,0,102,107,105
1280,335.94,46.2,0,79,84,92
1280,336.27,46.2,0,80,83,87
1280,358.71,46.2,0,71,77,87
1280,359.04,46.2,0,79,85,92
1280,361.35,46.2,0,76,86,85
1280,361.68,46.2,0,102,107,99
1280,362.67,46.2,0,102,104,97
1280,363.66,46.2,0,100,99,81
1280,370.59,46.2,0,128,107,90
1280,370.92,46.2,0,123,102,89
1280,371.25,46.2,0,132,112,94
1280,427.02,46.2,0,101,100,83
1280,427.35,46.2,0,70,79,69
1280,429.0,46.2,0,61,69,71
1280,429.33,46.2,0,74,81,80
1280,429.66,46.2,0,92,89,89
1280,429.99,46.2,0,66,68,73
1280,273.9,46.53,0,82,75,79
1280,274.23,46.53,0,87,79,79
1280,274.56,46.53,0,88,80,76
1280,274.89,46.53,0,85,80,72
1280,275.22,46.53,0,98,90,82
1280,275.55,46.53,0,100,94,82
1280,275.88,46.53,0,110,100,89
1280,276.21,46.53,0,118,106,89
1280,276.54,46.53,0,124,110,92
1280,333.63,46.53,0,125,110,101
1280,333.96,46.53,0,132,119,107
1280,334.29,46.53,0,130,114,97
1280,334.62,46.53,0,114,102,83
1280,334.95,46.53,0,118,116,90
1280,335.94,46.53,0,113,118,89
1280,336.6,46.53,0,113,109,98
1280,336.93,46.53,0,115,114,100
1280,337.26,46.53,0,111,108,103
1280,337.59,46.53,0,110,106,104
1280,337.92,46.53,0,109,105,100
1280,339.57,46.53,0,82,96,88
1280,339.9,46.53,0,99,114,100
1280,340.23,46.53,0,80,97,99
1280,340.56,46.53,0,66,92,93
1280,358.71,46.53,0,100,103,99
1280,359.37,46.53,0,105,107,94
1280,359.7,46.53,0,90,99,88
1280,360.03,46.53,0,93,96,87
1280,360.36,46.53,0,108,104,100
1280,360.69,46.53,0,121,116,105
1280,361.02,46.53,0,113,113,94
1280,363.66,46.53,0,110,102,75
1280,364.32,46.53,0,114,99,79
1280,427.35,46.53,0,97,82,74
1280,427.68,46.53,0,102,81,82
1280,428.01,46.53,0,96,78,74
1280,428.34,46.53,0,93,80,78
1280,428.67,46.53,0,87,83,77
1280,430.32,46.53,0,88,85,83
1280,430.65,46.53,0,88,84,78
1280,430.98,46.53,0,105,98,85
1280,431.31,46.53,0,87,82,79
1280,431.64,46.53,0,76,76,80
1280,431.97,46.53,0,86,82,82
1280,432.3,46.53,0,81,78,80
1280,432.63,46.53,0,60,68,71
1280,432.96,46.53,0,71,81,85
1280,433.29,46.53,0,91,89,94
1280,433.62,46.53,0,84,83,82
1280,272.25,46.86,0,91,83,84
1280,272.58,46.86,0,100,91,86
1280,272.91,46.86,0,115,103,93
1280,273.24,46.86,0,120,107,97
1280,273.57,46.86,0,126,113,98
1280,337.92,46.86,0,129,127,92
1280,338.25,46.86,0,91,89,66
1280,339.57,46.86,0,87,91,79
1280,340.56,46.86,0,97,105,91
1280,341.22,46.86,0,65,79,86
1280,341.55,46.86,0,82,85,93
1280,341.88,46.86,0,63,81,80
1280,357.06,46.86,0,72,81,75
1280,358.71,46.86,0,107,115,95
1280,359.37,46.86,0,124,117,90
1280,360.36,46.86,0,122,119,91
1280,361.02,46.86,0,133,120,96
1280,361.35,46.86,0,115,104,83
1280,362.34,46.86,0,114,97,84
1280,362.67,46.86,0,125,109,98
1280,363.0,46.86,0,133,111,102
1280,363.99,46.86,0,138,116,94
1280,413.82,46.86,0,121,97,70
1280,432.3,46.86,0,109,104,80
1280,432.96,46.86,0,107,107,86
1280,433.62,46.86,0,104,102,81
1280,433.95,46.86,0,75,77,71
1280,434.61,46.86,0,81,79,81
1280,435.27,46.86,0,77,79,78
1280,436.92,46.86,0,55,70,77
1280,437.25,46.86,0,65,73,74
1280,437.58,46.86,0,69,73,76
1280,437.91,46.86,0,52,63,66
1280,265.98,47.19,0,60,67,78
1280,266.31,47.19,0,68,75,87
1280,266.64,47.19,0,67,77,79
1280,266.97,47.19,0,65,77,75
1280,267.3,47.19,0,88,93,99
1280,267.63,47.19,0,98,102,95
1280,267.96,47.19,0,81,88,79
1280,270.27,47.19,0,82,78,79
1280,270.6,47.19,0,98,91,87
1280,270.93,47.19,0,104,98,88
1280,271.26,47.19,0,102,95,88
1280,271.59,47.19,0,114,102,96
1280,271.92,47.19,0,125,115,100
1280,338.25,47.19,0,127,103,90
1280,338.58,47.19,0,118,97,86
1280,338.91,47.19,0,117,98,88
1280,339.24,47.19,0,111,94,90
1280,339.57,47.19,0,108,95,83
1280,340.56,47.19,0,103,110,78
1280,341.88,47.19,0,99,96,95
1280,342.21,47.19,0,81,82,82
1280,342.87,47.19,0,71,84,80
1280,343.2,47.19,0,96,96,103
1280,343.53,47.19,0,79,85,86
1280,343.86,47.19,0,96,98,100
1280,344.19,47.19,0,103,104,102
1280,344.52,47.19,0,115,109,109
1280,344.85,47.19,0,100,100,103
1280,345.18,47.19,0,67,81,88
1280,345.51,47.19,0,62,81,85
1280,357.06,47.19,0,73,83,73
1280,357.72,47.19,0,90,89,84
1280,359.7,47.19,0,116,96,82
1280,360.03,47.19,0,121,97,86
1280,361.68,47.19,0,145,124,105
1280,362.01,47.19,0,143,123,96
1280,413.82,47.19,0,117,91,60
1280,414.15,47.19,0,131,108,73
1280,434.28,47.19,0,109,91,85
1280,434.94,47.19,0,101,100,79
1280,435.27,47.19,0,100,92,82
1280,435.6,47.19,0,84,76,70
1280,435.93,47.19,0,87,83,80
1280,436.26,47.19,0,89,86,85
1280,437.91,47.19,0,71,74,71
1280,439.56,47.19,0,50,67,73
1280,439.89,47.19,0,65,70,82
1280,440.22,47.19,0,52,65,71
1280,265.65,47.52,0,81,86,92
1280,265.98,47.52,0,109,107,97
1280,267.96,47.52,0,92,97,70
1280,268.62,47.52,0,81,80,73
1280,268.95,47.52,0,81,78,73
1280,269.28,47.52,0,89,80,78
1280,269.61,47.52,0,105,91,85
1280,269.94,47.52,0,115,98,86
1280,340.56,47.52,0,112,95,80
1280,340.89,47.52,0,88,78,72
1280,341.22,47.52,0,96,84,78
1280,341.55,47.52,0,111,98,86
1280,342.21,47.52,0,104,106,81
1280,342.87,47.52,0,87,86,77
1280,344.19,47.52,0,123,126,98
1280,345.18,47.52,0,96,105,92
1280,348.15,47.52,0,78,81,84
1280,348.48,47.52,0,74,87,88
1280,348.81,47.52,0,99,103,94
1280,349.14,47.52,0,76,87,77
1280,349.8,47.52,0,68,82,85
1280,350.13,47.52,0,78,86,94
1280,350.46,47.52,0,69,80,82
1280,356.07,47.52,0,91,91,79
1280,356.4,47.52,0,112,100,93
1280,357.06,47.52,0,102,88,84
1280,357.39,47.52,0,109,99,92
1280,358.05,47.52,0,114,97,87
1280,358.38,47.52,0,119,104,97
1280,358.71,47.52,0,138,117,105
1280,359.04,47.52,0,148,125,111
1280,359.37,47.52,0,150,126,103
1280,414.15,47.52,0,122,93,65
1280,414.48,47.52,0,132,106,74
1280,436.26,47.52,0,108,100,78
1280,436.59,47.52,0,94,92,77
1280,437.91,47.52,0,94,89,76
1280,438.24,47.52,0,64,69,67
1280,439.56,47.52,0,77,85,77
1280,440.55,47.52,0,82,82,86
1280,264.33,47.85,0,55,75,71
1280,264.66,47.85,0,70,77,77
1280,264.99,47.85,0,70,74,65
1280,265.65,47.85,0,87,92,73
1280,268.29,47.85,0,121,104,95
1280,341.22,47.85,0,126,107,91
1280,342.54,47.85,0,122,101,95
1280,344.19,47.85,0,111,105,87
1280,345.18,47.85,0,99,97,76
1280,345.51,47.85,0,86,84,71
1280,347.82,47.85,0,87,90,74
1280,348.15,47.85,0,110,111,93
1280,349.14,47.85,0,89,90,65
1280,349.8,47.85,0,104,102,84
1280,350.79,47.85,0,107,100,102
1280,351.12,47.85,0,92,90,92
1280,354.42,47.85,0,100,91,84
1280,354.75,47.85,0,113,98,98
1280,355.08,47.85,0,119,100,95
1280,355.41,47.85,0,113,92,87
1280,355.74,47.85,0,114,90,90
1280,356.07,47.85,0,120,100,89
1280,414.48,47.85,0,125,94,62
1280,436.92,47.85,0,123,106,88
1280,437.25,47.85,0,118,102,89
1280,437.58,47.85,0,116,103,88
1280,438.24,47.85,0,107,91,88
1280,438.57,47.85,0,97,84,80
1280,438.9,47.85,0,91,84,69
1280,440.55,47.85,0,102,100,82
1280,440.88,47.85,0,83,79,66
1280,264.33,48.18,0,89,83,78
1280,264.99,48.18,0,86,85,61
1280,265.65,48.18,0,80,73,70
1280,344.19,48.18,0,138,120,100
1280,345.51,48.18,0,127,101,94
1280,345.84,48.18,0,123,98,90
1280,346.17,48.18,0,118,101,90
1280,346.5,48.18,0,119,107,98
1280,346.83,48.18,0,115,99,100
1280,347.16,48.18,0,112,95,92
1280,347.49,48.18,0,97,85,78
1280,349.14,48.18,0,101,86,75
1280,351.12,48.18,0,110,110,80
1280,353.76,48.18,0,102,88,80
1280,354.09,48.18,0,116,100,87
1280,354.42,48.18,0,131,114,96
1280,414.48,48.18,0,119,85,56
1280,414.81,48.18,0,125,92,62
1280,439.23,48.18,0,116,99,85
1280,439.56,48.18,0,128,108,95
1280,439.89,48.18,0,130,110,93
1280,440.22,48.18,0,137,115,98
1280,440.88,48.18,0,108,92,76
1280,441.21,48.18,0,88,77,72
1280,441.54,48.18,0,90,82,78
1280,441.87,48.18,0,84,80,73
1280,442.2,48.18,0,85,82,76
1280,442.53,48.18,0,86,83,73
1280,443.85,48.18,0,90,89,80
1280,444.18,48.18,0,90,90,75
1280,264.99,48.51,0,102,84,77
1280,265.32,48.51,0,117,94,88
1280,265.65,48.51,0,125,105,87
1280,265.98,48.51,0,130,114,89
1280,347.82,48.51,0,132,110,96
1280,348.15,48.51,0,128,105,86
1280,348.48,48.51,0,127,107,93
1280,348.81,48.51,0,141,120,100
